OrderID,Date,CustomerID,Product,Category,Sales,Quantity,Profit,Region
2d778819,2024-09-24,ce2529,Electric Toothbrush,Beauty & Health,3227.96,4,524.16,South
0c7ad2ea,2024-07-26,74bc4d,Air Conditioner,Home Appliances,2343.91,4,479.46,Central
d22118c2,2023-04-01,2afda0,Washing Machine,Home Appliances,2943.56,2,334.67,North
13783433,2024-03-05,e32916,Headphones,Electronics,492.79,7,48.88,North
eea07a9f,2024-03-08,4f3a6a,Dumbbells,Sports & Fitness,4817.93,5,507.39,Central
9198b5d3,2024-04-02,458e1f,Dining Table,Furniture,2388.5,1,268.64,East
a5663022,2023-11-03,7f2cb5,Laptop,Electronics,4523.49,4,1059.8,Central
cfc7a01b,2024-09-23,f96bb3,Dumbbells,Sports & Fitness,2017.1,4,550.75,West
b8fa05e4,2024-09-17,11c12e,Tablet,Electronics,3317.66,5,362.23,North
3075fc3d,2023-11-23,e68cc6,Headphones,Electronics,2109.0,2,360.32,Central
0879a57e,2023-03-31,c85b22,Office Chair,Furniture,2415.96,1,174.76,North
8a99ae2c,2024-02-10,1cf803,Yoga Mat,Sports & Fitness,3979.75,6,1062.38,East
743a57d8,2023-07-30,144026,Dining Table,Furniture,4912.22,1,959.98,North
3995e9c9,2023-08-17,751fb9,Treadmill,Sports & Fitness,2609.48,4,544.2,Central
a8a90956,2023-03-19,68eecf,Treadmill,Sports & Fitness,1956.84,7,441.75,North
e8d20b52,2025-01-03,8f6cdf,Hair Dryer,Beauty & Health,2762.73,2,219.21,East
45764bc5,2025-01-10,1ed491,Yoga Mat,Sports & Fitness,580.3,6,142.05,North
65799913,2023-05-27,b03bcd,Smartphone,Electronics,1371.55,3,344.84,West
fb6353f8,2024-02-28,e85906,Washing Machine,Home Appliances,2651.72,4,564.04,North
e7e7ead9,2024-06-12,a008a2,Dining Table,Furniture,4386.1,9,663.41,Central
95635075,2023-10-26,d17286,Dumbbells,Sports & Fitness,321.72,8,90.3,East
f8bb2100,2023-04-14,507c34,Laptop,Electronics,3222.82,1,611.29,South
73740623,2023-03-29,5a90a8,Washing Machine,Home Appliances,4226.54,8,1128.6,West
9b971a21,2024-04-26,947427,Skincare Kit,Beauty & Health,2999.68,2,762.4,East
7a11913c,2025-01-14,52b9e5,Microwave,Home Appliances,1866.17,6,139.3,South
e4457d98,2023-03-28,54216f,Perfume,Beauty & Health,1354.03,4,157.85,East
aea32df7,2023-08-03,a1f5d6,Bookshelf,Furniture,1410.13,3,390.48,East
9217f623,2024-06-07,a411d0,Tablet,Electronics,2109.57,9,285.84,West
98f38f30,2024-02-17,647d6b,Air Conditioner,Home Appliances,182.55,3,11.76,South
863f7e36,2023-12-02,393cb4,Skincare Kit,Beauty & Health,4726.11,2,318.85,South
cbd3695b,2023-07-02,f2c3d0,Dumbbells,Sports & Fitness,1591.81,5,227.4,West
abbe11d2,2023-08-13,9db697,Vacuum Cleaner,Home Appliances,3027.94,2,381.9,West
5bf17fc5,2023-05-26,3b9a5e,Skincare Kit,Beauty & Health,3145.77,7,698.77,South
3dabc761,2025-02-15,f3fed1,Tablet,Electronics,4861.05,2,1305.92,West
104da32a,2024-05-23,0c8f9f,Refrigerator,Home Appliances,860.68,4,99.46,East
5e1df171,2023-10-21,4ea0dd,Yoga Mat,Sports & Fitness,4464.12,8,621.09,North
6204918d,2023-12-23,1713be,Fitness Tracker,Sports & Fitness,1333.94,6,131.37,Central
7f71087b,2023-12-29,688be6,Bicycle,Sports & Fitness,1345.49,3,346.77,East
149bbb73,2023-08-14,d25d77,Skincare Kit,Beauty & Health,629.81,4,86.07,East
d7181142,2023-03-10,9e5e07,Sofa,Furniture,1469.35,9,316.9,Central
85129486,2024-06-20,adf15d,Office Chair,Furniture,2786.82,2,311.77,Central
24a25aed,2024-03-04,95843c,Massage Gun,Beauty & Health,3215.91,6,388.6,West
38af823b,2023-12-30,96f110,Hair Dryer,Beauty & Health,2741.77,3,419.96,North
73895d02,2023-10-11,345cdc,Smartphone,Electronics,2091.45,2,227.38,Central
30012698,2023-08-20,2c78c8,Bicycle,Sports & Fitness,4917.05,3,822.45,West
b4738c6c,2023-07-29,8e38ab,Bookshelf,Furniture,4662.95,3,940.69,Central
2038d46e,2024-01-25,778178,Fitness Tracker,Sports & Fitness,4780.77,3,1340.78,North
3321c527,2024-05-28,7747aa,Office Chair,Furniture,810.05,5,209.39,West
1e042da3,2024-12-10,c32d55,Treadmill,Sports & Fitness,4023.75,2,773.7,West
58a18f99,2024-02-18,1e8fcf,Dumbbells,Sports & Fitness,967.44,9,106.83,South
84652948,2023-05-17,eda45b,Fitness Tracker,Sports & Fitness,4452.67,6,1272.32,Central
a1c11fb1,2024-05-21,9117cd,Dumbbells,Sports & Fitness,3055.91,8,867.29,North
63ea4d67,2023-03-14,d0e5c8,Refrigerator,Home Appliances,1949.75,1,558.22,North
fa8994ff,2023-12-23,5eee4c,Dining Table,Furniture,3389.78,3,617.39,South
d488acd6,2023-12-11,3c73c8,Bed,Furniture,3343.53,8,335.1,East
b0dbd2a3,2023-08-12,142eff,Dumbbells,Sports & Fitness,2005.36,3,552.6,North
6817ceab,2023-12-25,c75ab3,Bicycle,Sports & Fitness,4530.39,8,1016.12,West
22d5dd02,2024-12-09,f00bd1,Bicycle,Sports & Fitness,4556.57,1,921.58,South
a1d800e1,2023-08-10,8daeca,Perfume,Beauty & Health,3928.43,9,662.31,North
e42a2df5,2024-02-23,01a513,Yoga Mat,Sports & Fitness,738.44,8,124.3,Central
ecbd6776,2024-03-25,3569ad,Vacuum Cleaner,Home Appliances,4509.33,8,781.64,East
2a58cbf1,2025-01-25,321782,Treadmill,Sports & Fitness,1622.37,7,233.59,East
69dd93c4,2023-09-12,8a5010,Tablet,Electronics,3487.24,9,675.01,North
668b28d1,2024-01-18,04dc47,Fitness Tracker,Sports & Fitness,3703.75,3,703.68,North
9dfded16,2023-08-22,a4352d,Treadmill,Sports & Fitness,1698.27,2,230.71,South
f0cd1063,2023-04-13,30eb1f,Refrigerator,Home Appliances,53.32,4,3.93,South
f18cf192,2023-10-11,a171a8,Microwave,Home Appliances,1669.61,5,124.92,South
7cc679c4,2025-01-31,d53ffc,Air Conditioner,Home Appliances,97.74,6,10.57,Central
32715270,2024-01-15,35b9f6,Sofa,Furniture,1670.86,2,369.22,Central
f5da1557,2024-05-19,3e6861,Bookshelf,Furniture,1949.44,7,203.48,South
3d1d144f,2024-04-06,6d7585,Laptop,Electronics,654.78,8,47.37,East
7c46130b,2023-03-05,1db6a3,Perfume,Beauty & Health,2377.26,8,255.93,East
16eb666f,2025-01-15,d511da,Tablet,Electronics,2712.02,7,530.71,West
07e49323,2023-06-14,6bdfd5,Fitness Tracker,Sports & Fitness,1005.22,1,56.74,West
9d0e0385,2024-06-28,13138f,Treadmill,Sports & Fitness,3879.0,9,1062.66,Central
e3727c3c,2024-11-08,3dc8f2,Sofa,Furniture,665.2,7,123.44,South
16d648c4,2024-09-16,e7892e,Microwave,Home Appliances,716.36,8,193.27,West
a8e150c7,2023-03-01,3543ae,Dumbbells,Sports & Fitness,4460.46,3,904.34,South
539f475d,2024-06-03,e1c27c,Office Chair,Furniture,3793.53,4,684.09,East
c04c4354,2023-08-17,86f35d,Office Chair,Furniture,1290.89,2,317.81,South
58c44f9c,2024-10-14,870bc1,Electric Toothbrush,Beauty & Health,3820.66,4,972.3,West
5f4463a5,2023-02-20,d13a08,Laptop,Electronics,2949.07,2,616.32,South
2ee3b5c3,2024-03-14,419959,Sofa,Furniture,620.07,7,152.43,North
2372e05f,2024-05-11,b35431,Smartphone,Electronics,3075.31,8,763.77,North
78abf50a,2023-10-26,5f2d03,Office Chair,Furniture,3089.15,7,528.04,Central
801a421b,2024-04-27,57b2c7,Massage Gun,Beauty & Health,4696.11,8,914.52,South
7734afc1,2024-06-27,fce5dd,Washing Machine,Home Appliances,2532.38,8,323.86,North
e4aade09,2024-06-23,3e7e88,Fitness Tracker,Sports & Fitness,4278.01,7,302.08,East
45a2e5d2,2023-11-16,9bc9a7,Dumbbells,Sports & Fitness,2165.16,1,274.11,West
fad99f6b,2024-02-12,b0061a,Perfume,Beauty & Health,1020.45,3,99.04,East
55adcb7c,2024-06-28,8d57dc,Skincare Kit,Beauty & Health,4453.9,7,450.0,North
fa95f6b0,2024-05-20,a635b2,Dumbbells,Sports & Fitness,783.57,2,142.51,South
86a8f815,2024-05-15,5e7721,Massage Gun,Beauty & Health,4540.98,5,962.17,West
4d66ea9e,2024-07-02,e84c4d,Dumbbells,Sports & Fitness,4993.01,6,253.24,South
a156f2b6,2023-09-23,05d3c3,Electric Toothbrush,Beauty & Health,2455.92,6,404.7,Central
c314b3ab,2024-06-26,ffe2a5,Washing Machine,Home Appliances,2202.87,8,135.58,West
45762e00,2025-02-16,4128d6,Office Chair,Furniture,3318.8,5,542.83,East
35ac70cb,2024-06-21,68e45b,Smartwatch,Electronics,1499.08,8,114.97,South
000877e8,2024-08-21,7001de,Office Chair,Furniture,1111.08,2,303.24,Central
47c18b20,2023-12-21,e5161b,Skincare Kit,Beauty & Health,1437.36,9,298.94,South
a84e3116,2023-05-14,5859c3,Electric Toothbrush,Beauty & Health,2470.19,8,495.12,Central
70b12090,2023-07-15,a59788,Dining Table,Furniture,994.63,6,167.72,East
a24334c9,2024-07-28,bda43b,Bicycle,Sports & Fitness,1303.75,2,98.97,North
8622eedc,2023-08-24,9e112c,Bicycle,Sports & Fitness,458.91,7,106.81,North
5eea8b62,2023-08-30,6b7ff1,Bicycle,Sports & Fitness,4680.3,5,725.12,West
6718e374,2023-09-27,70f071,Refrigerator,Home Appliances,4879.76,6,709.29,East
2491732a,2024-09-01,dbee2e,Refrigerator,Home Appliances,3702.11,6,916.15,West
63a9b220,2024-06-27,9c7ac2,Massage Gun,Beauty & Health,439.85,6,106.91,East
4186c20f,2024-10-28,6a6ba0,Skincare Kit,Beauty & Health,1618.46,6,186.35,South
314469e3,2023-11-08,8b43b1,Bicycle,Sports & Fitness,4454.39,4,858.26,Central
7371afb9,2023-08-26,c31441,Refrigerator,Home Appliances,3814.84,1,455.57,Central
4761ed42,2023-08-03,bb74b0,Bookshelf,Furniture,3899.31,3,993.45,East
07710d37,2024-05-20,356954,Skincare Kit,Beauty & Health,2870.39,3,566.41,East
61fcad59,2023-05-05,eb2515,Dining Table,Furniture,3657.36,5,313.69,West
058fa1bb,2023-09-20,0ce96e,Smartphone,Electronics,823.32,4,103.48,East
c9419871,2023-02-26,c017f0,Bicycle,Sports & Fitness,3635.98,1,594.58,East
c985329f,2023-09-04,5bb9a4,Skincare Kit,Beauty & Health,3465.66,4,577.04,East
2239f7f3,2024-04-02,532313,Headphones,Electronics,1370.13,5,203.23,Central
bae872aa,2024-09-19,96d70a,Treadmill,Sports & Fitness,2556.83,3,641.18,East
1eea9678,2024-07-30,b01d1d,Office Chair,Furniture,2956.71,6,363.26,North
35266509,2024-01-29,323010,Bed,Furniture,209.21,2,27.53,South
a5177348,2025-02-16,515562,Dining Table,Furniture,4632.32,7,247.58,East
44d4ddfc,2024-03-28,8a3930,Office Chair,Furniture,3709.71,7,1009.85,North
93df305c,2023-12-25,befb07,Fitness Tracker,Sports & Fitness,749.52,8,54.51,East
be0a2427,2024-02-15,61f0db,Microwave,Home Appliances,4909.25,7,274.67,East
84ed2883,2023-03-30,71a038,Headphones,Electronics,3829.9,7,208.34,East
e15f1d39,2024-10-03,839c85,Headphones,Electronics,2702.91,6,236.05,East
6ae16e52,2023-12-30,b849cd,Dining Table,Furniture,4995.84,2,1358.61,East
836bb513,2024-08-08,4661db,Smartphone,Electronics,4982.7,5,1398.47,North
ecff9c14,2024-05-12,ff0811,Office Chair,Furniture,2087.76,2,611.86,Central
ea6e7474,2024-05-07,ceb2b2,Washing Machine,Home Appliances,4531.49,4,619.49,East
ba5824b4,2023-07-08,395e0f,Dumbbells,Sports & Fitness,1919.69,8,121.82,East
b4135b35,2024-06-13,f1f5e5,Fitness Tracker,Sports & Fitness,4750.53,5,359.77,South
0f2caff7,2023-12-24,59bba1,Dining Table,Furniture,2752.66,1,776.79,East
0ceceeb1,2024-02-09,1d779f,Hair Dryer,Beauty & Health,4424.48,9,517.57,Central
9af81adc,2024-11-13,795e55,Electric Toothbrush,Beauty & Health,88.19,4,6.71,West
04bcd82e,2023-06-01,9c1913,Vacuum Cleaner,Home Appliances,1498.35,4,425.33,South
36aee99b,2023-05-08,c1551f,Hair Dryer,Beauty & Health,1823.87,9,382.87,South
4120717b,2024-03-29,bea140,Fitness Tracker,Sports & Fitness,1730.19,9,124.97,West
ba2ea05b,2023-10-14,b022da,Bed,Furniture,3863.74,3,1152.8,East
d665e305,2023-04-05,138a27,Bed,Furniture,4612.61,2,1036.68,Central
fa581480,2023-07-12,28fbd1,Dumbbells,Sports & Fitness,4647.71,3,1315.42,South
0a46a287,2023-04-07,d272bc,Perfume,Beauty & Health,2396.01,7,153.47,Central
f6d6907f,2023-07-18,083f57,Electric Toothbrush,Beauty & Health,3107.42,4,186.79,South
22b45697,2023-12-09,e5d801,Smartphone,Electronics,3802.48,9,204.97,North
5bf5c2fb,2024-11-10,cd2bc5,Perfume,Beauty & Health,1487.29,3,220.16,West
a831773a,2023-11-22,242693,Hair Dryer,Beauty & Health,3383.57,8,499.05,West
1006782a,2023-07-22,e0c136,Bicycle,Sports & Fitness,982.55,3,274.48,Central
7e6eb94f,2025-01-20,8d0a96,Tablet,Electronics,291.36,4,33.67,North
9b9a4e27,2023-04-22,7a63f8,Perfume,Beauty & Health,3716.29,2,397.89,Central
f94f56ab,2024-02-20,d507bc,Microwave,Home Appliances,4290.66,9,237.8,Central
204699e8,2024-12-02,cec993,Refrigerator,Home Appliances,4137.61,3,974.74,North
79b6c4f1,2023-09-28,ecd98d,Laptop,Electronics,1661.57,9,270.09,East
86e63392,2024-11-23,d605c7,Laptop,Electronics,4162.4,4,980.93,North
318fa7e0,2023-07-15,56cbf4,Dining Table,Furniture,3676.17,2,411.53,North
bbbd8e2f,2024-11-14,777947,Bicycle,Sports & Fitness,3983.45,7,676.78,North
dd40ae1e,2023-08-24,40f3dc,Washing Machine,Home Appliances,1896.06,8,235.82,Central
5254b31e,2023-02-25,335997,Sofa,Furniture,1551.98,6,286.31,East
fe8fb126,2023-02-27,219c0d,Headphones,Electronics,3503.53,5,221.09,North
d5e80dc1,2023-12-02,6e1f85,Vacuum Cleaner,Home Appliances,4959.09,4,1251.66,South
e5bf0cb1,2024-09-01,942dc1,Microwave,Home Appliances,3431.48,3,325.72,East
ebbb0b7e,2024-02-15,29747b,Dumbbells,Sports & Fitness,3340.29,1,993.27,Central
8e6b00d1,2023-10-28,ede61f,Sofa,Furniture,4097.26,1,479.77,Central
105264fb,2023-10-23,ce5a33,Dumbbells,Sports & Fitness,1949.16,2,316.46,Central
6d34bd17,2023-10-17,3f3946,Skincare Kit,Beauty & Health,4248.47,7,1234.66,West
6f4d441b,2023-10-17,8196c8,Massage Gun,Beauty & Health,1280.48,1,103.78,South
4a57460c,2023-12-12,9bdfee,Bookshelf,Furniture,266.43,2,15.84,Central
37e42642,2024-06-30,8af968,Smartphone,Electronics,3853.59,7,736.07,North
ffbef230,2024-01-23,fec752,Headphones,Electronics,3881.66,9,422.69,East
d3f9ac28,2024-02-12,fd8f2a,Treadmill,Sports & Fitness,3139.36,4,519.12,Central
1578bf8d,2023-05-28,cf7d47,Microwave,Home Appliances,2096.83,5,329.92,Central
cbba07c4,2023-12-22,b398d5,Smartwatch,Electronics,348.22,3,69.27,West
022325be,2023-03-11,0756dc,Dumbbells,Sports & Fitness,152.23,7,27.58,South
8708ac26,2023-10-11,0d78ea,Dumbbells,Sports & Fitness,4548.31,4,626.23,South
60457217,2023-05-12,a8eb68,Headphones,Electronics,2239.39,9,612.98,Central
7b2d71d4,2023-02-22,e62a09,Skincare Kit,Beauty & Health,1463.93,4,113.95,South
79b760df,2023-08-26,6b8d7d,Yoga Mat,Sports & Fitness,3747.12,5,859.58,Central
fc06b132,2024-05-20,bd5533,Microwave,Home Appliances,4516.5,1,1262.83,West
a5afb13f,2024-08-20,1cd39c,Dumbbells,Sports & Fitness,855.7,8,184.32,South
9dd0f00d,2024-03-05,90b305,Sofa,Furniture,3563.69,4,665.31,East
6d5c1a13,2024-02-19,134122,Dumbbells,Sports & Fitness,133.57,1,39.49,East
e33cd8a7,2024-03-19,90f1f1,Smartphone,Electronics,3686.08,6,1101.14,West
6dbc050a,2023-06-01,7ff262,Yoga Mat,Sports & Fitness,3932.46,3,1049.16,South
20dc6ec8,2023-10-19,77cedd,Yoga Mat,Sports & Fitness,596.64,7,136.99,South
aac88733,2023-04-29,aa8704,Sofa,Furniture,506.53,9,27.67,South
488b3994,2023-11-06,678dc1,Washing Machine,Home Appliances,4328.96,1,1084.19,Central
593a1bc5,2024-09-05,dac086,Yoga Mat,Sports & Fitness,4353.05,4,591.82,East
7dd38c9b,2023-11-17,0d118e,Treadmill,Sports & Fitness,1944.04,4,264.67,North
677e8fbd,2023-07-16,728e5d,Bookshelf,Furniture,3372.89,3,179.97,East
33413c66,2023-02-28,45aa0a,Tablet,Electronics,122.2,5,31.75,Central
ddaac298,2024-03-23,eaee7a,Yoga Mat,Sports & Fitness,2985.05,7,350.25,Central
efe56368,2024-06-21,2b6073,Bed,Furniture,1900.95,4,399.25,West
b4545254,2023-09-14,9987c0,Electric Toothbrush,Beauty & Health,3276.87,6,486.28,Central
1988eb9f,2023-03-20,b60699,Bed,Furniture,1656.59,6,389.1,South
9ca78b52,2023-08-16,6ee380,Yoga Mat,Sports & Fitness,3326.81,7,802.67,East
785baa4a,2024-02-25,7ccbc6,Smartwatch,Electronics,3451.98,1,969.47,West
0c777601,2024-11-25,24d438,Massage Gun,Beauty & Health,4551.25,7,1060.89,East
eb3dbb32,2024-03-25,a407f2,Refrigerator,Home Appliances,4115.32,1,1058.8,Central
117de42b,2024-06-12,e9f915,Electric Toothbrush,Beauty & Health,4694.39,8,1036.56,Central
f32dd8a6,2023-03-06,38c13c,Smartphone,Electronics,4271.91,6,227.77,Central
dfb883f6,2024-12-23,671144,Smartphone,Electronics,182.65,5,23.7,South
7b67ba80,2024-08-10,3541f8,Hair Dryer,Beauty & Health,2644.9,8,250.54,South
9d99d20d,2024-10-06,bd4424,Smartwatch,Electronics,2619.51,2,269.96,North
d76162e2,2025-02-18,c7fc9f,Tablet,Electronics,604.16,8,170.08,North
8fa604aa,2023-04-03,0471f2,Microwave,Home Appliances,1736.02,9,152.23,South
acc63199,2023-06-14,e272da,Electric Toothbrush,Beauty & Health,4407.42,1,1242.29,South
38ebb155,2024-10-08,2ec5cc,Tablet,Electronics,2419.72,4,722.88,Central
8294739c,2023-05-10,7bb2ca,Microwave,Home Appliances,1775.96,4,528.46,West
879428c1,2024-09-20,2b2ecd,Laptop,Electronics,627.14,5,56.67,South
8dfb078a,2023-10-16,7aedcd,Dumbbells,Sports & Fitness,474.8,5,58.97,North
f636bd51,2024-07-16,75af3f,Yoga Mat,Sports & Fitness,2429.9,4,512.72,South
bbcf86c3,2024-11-08,505c84,Dumbbells,Sports & Fitness,927.85,2,68.99,West
3d2d9bf7,2023-02-21,1b61b5,Office Chair,Furniture,1929.43,3,225.46,North
fc3d4dfe,2024-06-14,cbd5d6,Microwave,Home Appliances,1840.86,9,161.06,South
c1940ffc,2023-10-09,ec2d52,Dining Table,Furniture,822.04,5,119.05,Central
09451df4,2023-06-11,8cd14e,Washing Machine,Home Appliances,1041.59,2,116.53,West
7a53e305,2025-02-17,a1a5a1,Yoga Mat,Sports & Fitness,4383.98,8,375.7,East
e9f20fa5,2023-06-10,c42996,Refrigerator,Home Appliances,1729.17,5,188.24,Central
3767d9de,2023-02-25,08ce0a,Dumbbells,Sports & Fitness,2850.97,1,824.96,Central
af4d6f89,2024-01-24,75291d,Tablet,Electronics,4879.69,2,1071.21,South
70c9a9c1,2023-04-19,42f1f6,Vacuum Cleaner,Home Appliances,4624.39,4,765.81,West
9b476293,2024-10-16,28c886,Vacuum Cleaner,Home Appliances,1402.25,1,293.54,West
6a0abeda,2023-06-04,f3061a,Vacuum Cleaner,Home Appliances,1785.35,6,176.31,West
850b89cf,2024-01-19,024cbf,Hair Dryer,Beauty & Health,2879.98,8,544.8,South
81221e2b,2023-12-03,97b6c5,Smartwatch,Electronics,2258.12,3,399.53,Central
c7f2a45d,2023-04-27,a55ec1,Vacuum Cleaner,Home Appliances,1241.75,1,347.9,North
0d1f0664,2025-01-21,63a452,Hair Dryer,Beauty & Health,4007.14,9,820.29,South
b4cf877d,2024-08-19,ec9c80,Bookshelf,Furniture,4526.5,5,588.94,South
e84123a4,2024-09-30,a62873,Laptop,Electronics,2289.57,4,179.49,North
c3a8ac66,2024-12-31,e5c6dd,Dumbbells,Sports & Fitness,647.63,3,153.51,North
94a9972c,2024-01-21,75895c,Bicycle,Sports & Fitness,4594.72,3,301.78,East
bae1a801,2024-05-24,128462,Bed,Furniture,4867.1,5,803.85,West
83fccdd6,2024-11-22,6aa8c4,Washing Machine,Home Appliances,2736.98,4,520.71,North
98a3b9ea,2023-10-07,10da1c,Washing Machine,Home Appliances,4727.04,5,1284.41,Central
68393299,2024-06-24,14397b,Perfume,Beauty & Health,1060.3,4,148.26,Central
00d13c19,2023-08-28,4e70ca,Smartphone,Electronics,4888.55,4,694.24,East
03608a3c,2024-11-22,14022a,Vacuum Cleaner,Home Appliances,944.47,1,209.61,North
ab72e45e,2023-07-17,4e9918,Office Chair,Furniture,121.19,5,31.66,East
52ea298f,2023-09-20,bdb694,Electric Toothbrush,Beauty & Health,3742.36,4,1116.41,South
dd27fec5,2024-12-26,2ac213,Electric Toothbrush,Beauty & Health,2038.06,1,233.78,North
8a5d37d5,2023-03-24,bf299d,Office Chair,Furniture,4138.01,8,741.6,North
986df0f4,2023-08-31,8fba60,Air Conditioner,Home Appliances,3619.97,9,386.41,West
96294534,2024-04-10,e43ab2,Headphones,Electronics,3229.25,9,703.59,East
c479ff85,2023-10-03,911229,Dining Table,Furniture,2934.27,7,777.86,East
030de473,2023-11-13,8f445d,Fitness Tracker,Sports & Fitness,2143.31,8,496.47,West
99e1d859,2024-01-27,f9a142,Dining Table,Furniture,2956.7,8,268.88,East
31722bd0,2023-05-24,76b20b,Fitness Tracker,Sports & Fitness,2769.89,1,163.36,West
ee0ec890,2023-03-17,fea241,Massage Gun,Beauty & Health,2663.88,1,670.63,North
21378b7b,2023-03-01,1868df,Washing Machine,Home Appliances,3219.56,3,570.35,Central
dc51c194,2023-09-26,68c3db,Vacuum Cleaner,Home Appliances,2526.66,1,280.83,South
e1388682,2023-07-17,351b5b,Smartphone,Electronics,296.0,5,80.63,South
2db093d1,2023-06-26,b1e596,Dining Table,Furniture,1940.76,9,207.99,North
421cadc5,2024-04-15,3a1d2e,Vacuum Cleaner,Home Appliances,4414.66,7,703.0,South
78e5879c,2024-06-19,7e635c,Air Conditioner,Home Appliances,2301.6,5,554.99,South
6f6dfc04,2023-08-30,1d39ba,Laptop,Electronics,2741.77,6,377.48,South
3c0d11b7,2023-07-18,490d19,Smartwatch,Electronics,3534.65,5,296.04,South
9f660d5d,2023-07-11,d2488a,Washing Machine,Home Appliances,782.93,6,175.86,South
ee36ae4f,2024-06-01,c43236,Massage Gun,Beauty & Health,4700.0,5,684.42,North
019c794f,2023-10-18,7c061c,Washing Machine,Home Appliances,377.2,6,42.06,Central
09e6e35a,2024-07-01,2ebd6b,Sofa,Furniture,1384.8,8,201.55,South
c69868ef,2024-02-23,92b21d,Refrigerator,Home Appliances,3157.29,3,500.69,South
381cc9ea,2024-09-06,0ca00d,Laptop,Electronics,643.99,4,121.7,West
f134dc54,2024-03-25,effa85,Fitness Tracker,Sports & Fitness,579.22,8,125.28,East
a9199517,2024-06-21,36c89d,Dumbbells,Sports & Fitness,2997.48,1,826.1,West
7af51160,2024-08-30,a883ca,Tablet,Electronics,488.57,7,141.85,Central
e86d6a08,2024-12-15,3972ab,Perfume,Beauty & Health,3061.33,9,598.89,North
01513cdd,2023-05-13,3cea07,Bed,Furniture,1731.39,6,142.94,South
f4a4c155,2025-01-20,87dfbe,Fitness Tracker,Sports & Fitness,2790.02,6,363.83,West
01c2f185,2023-10-03,acd163,Laptop,Electronics,1504.5,1,147.72,South
3a2e0393,2023-05-10,aba2be,Washing Machine,Home Appliances,3276.07,1,233.61,North
f5bb976e,2023-08-21,a1cbe0,Bicycle,Sports & Fitness,994.46,1,130.16,West
d5de504c,2025-01-07,a7c5b7,Bookshelf,Furniture,4107.88,8,428.36,West
159e8844,2024-11-03,8ea179,Office Chair,Furniture,2635.64,7,556.26,East
24848685,2024-01-24,355483,Treadmill,Sports & Fitness,2853.97,1,600.08,East
e3cb2513,2023-10-20,2498a3,Perfume,Beauty & Health,3992.88,3,888.62,West
6d500a7d,2024-07-03,4d7f7b,Laptop,Electronics,2488.42,5,590.43,South
8a67b0a3,2024-12-08,08b449,Fitness Tracker,Sports & Fitness,1383.66,2,303.08,South
af37aa9a,2024-10-30,f46e6a,Fitness Tracker,Sports & Fitness,1341.64,3,386.05,North
e365648c,2023-12-17,0baf31,Smartwatch,Electronics,3964.76,6,1180.95,North
9bd98115,2023-09-22,3631a0,Headphones,Electronics,3887.65,3,743.7,North
f0a8460b,2024-05-16,3918a3,Skincare Kit,Beauty & Health,313.15,1,81.46,Central
28f92c47,2024-08-22,70d25a,Microwave,Home Appliances,2566.71,2,444.4,East
6b82702c,2024-05-03,2e9252,Perfume,Beauty & Health,2813.8,6,538.53,Central
82c3ee43,2025-02-15,88cf38,Massage Gun,Beauty & Health,2618.64,7,580.89,West
b454bd2e,2024-09-24,c284cb,Massage Gun,Beauty & Health,4949.0,6,294.51,Central
dde953d7,2023-04-19,c70739,Bookshelf,Furniture,2902.21,9,188.55,North
b0fd9b1c,2024-07-14,f60569,Treadmill,Sports & Fitness,1004.03,4,57.6,North
6b15b81a,2023-07-09,e84dcf,Electric Toothbrush,Beauty & Health,1311.1,2,86.5,West
a9f73487,2023-11-08,e46ff6,Skincare Kit,Beauty & Health,987.23,5,156.87,West
91675c04,2023-12-22,922d56,Sofa,Furniture,1800.49,8,336.86,North
64459996,2024-01-14,58a53a,Sofa,Furniture,1308.61,2,189.01,West
d6de1651,2024-03-31,e9e2c3,Dining Table,Furniture,3577.58,6,843.1,North
5743ca92,2024-10-14,a9c998,Hair Dryer,Beauty & Health,4719.11,6,302.42,North
924c3d13,2023-10-09,0d7b8f,Dumbbells,Sports & Fitness,1109.24,5,106.96,North
0f085eea,2024-09-16,4b71f2,Vacuum Cleaner,Home Appliances,4799.96,5,755.65,East
54a848e2,2024-06-23,b027d4,Perfume,Beauty & Health,4940.11,9,734.72,East
b95fc432,2023-03-03,ad2628,Dining Table,Furniture,1031.78,2,196.21,East
ad4e619e,2024-07-28,22fa87,Hair Dryer,Beauty & Health,3149.02,3,173.77,East
8175143b,2025-01-27,11542f,Tablet,Electronics,3429.21,1,509.24,South
7c4b6194,2024-02-21,9851cd,Perfume,Beauty & Health,1485.45,3,123.0,Central
df1bb209,2024-09-04,1b8d56,Massage Gun,Beauty & Health,1167.55,5,223.48,West
83c5b58e,2024-05-10,965acb,Fitness Tracker,Sports & Fitness,3449.7,8,876.94,Central
3d5b4f64,2024-07-23,e42d64,Smartphone,Electronics,2714.13,3,774.53,East
6f8bae87,2025-01-12,32d234,Bed,Furniture,2567.07,9,681.64,North
ab1c49c9,2023-05-09,b06405,Electric Toothbrush,Beauty & Health,1010.98,9,177.61,East
4946934c,2023-06-24,f52e6c,Smartwatch,Electronics,2620.25,9,554.76,West
1ef62f35,2023-03-26,c44cc8,Hair Dryer,Beauty & Health,4068.87,3,1083.34,East
